atmoProfile	aeroProfile	GroundReflectance	AOT	band	aX	bX	cX	MeanSRRAD	MaxSRRAD	MinSRRAD	StdSRRAD	MedianSRRAD	MeanSRTOA	MaxSRTOA	MinSRTOA	StdSRTOA	MedianSRTOA	MeanSRRADG	MaxSRRADG	MinSRRADG	StdSRRADG	MedianSRRADG	MeanSRTOAG	MaxSRTOAG	MinSRTOAG	StdSRTOAG	MedianSRTOAG
1	1	-1	0.4	1	0.00316000008024	0.196439996362	0.21713000536	1.0	1.0	1.0	0.0	1.0	165.964285714	119.0	1.0	1.9929723469	165.0	9.79640580651	1120.0	0.0	58.4326251773	5.0	28.8543368396	1832.0	0.0	127.747539688	203.0
1	1	-1	0.4	2	0.00282000005245	0.141680002213	0.18830999732	1.0	1.0	1.0	0.0	1.0	109.1875	92.0	1.0	1.92275495244	108.0	9.6643285947	1163.0	0.0	58.6765464265	5.0	24.3388569822	1858.0	0.0	115.718725953	146.0
1	1	-1	0.4	3	0.00283999997191	0.0801699981093	0.143920004368	19.1116071429	27.0	12.0	2.08973877109	19.0	111.758928571	73.0	12.0	4.11605206069	112.0	11.0870734421	1211.0	0.0	60.9832247957	25.0	25.679580155	2072.0	0.0	122.642804312	169.0
1	1	-1	0.4	4	0.00307999993674	0.0491200014949	0.112970001996	10.6517857143	15.0	6.0	1.35758334017	11.0	87.0625	47.0	6.0	3.12044310613	87.0	10.1856378411	1251.0	0.0	59.9671598018	14.0	26.4656254032	2471.0	0.0	136.460111123	144.0
1	1	-1	0.4	5	0.00438999990001	0.0231199990958	0.0740500018001	281.553571429	361.0	207.0	20.9648256806	280.0	1049.48214286	335.0	207.0	69.4526408712	1045.0	27.9411084054	1354.0	0.0	108.414171132	282.0	99.507981833	4008.0	0.0	379.848632396	1167.0
1	1	-1	0.4	6	0.0166800003499	0.00627999985591	0.0278999991715	116.642857143	153.0	83.0	9.66894618912	116.0	1712.96875	140.0	83.0	129.383130891	1695.0	18.8327428517	954.0	0.0	76.9015954538	119.0	251.35036709	10336.0	0.0	996.364054477	2232.0
1	1	-1	0.4	7	0.0537599995732	0.00252000009641	0.0148700000718	49.0758928571	65.0	36.0	4.09905793915	49.0	2163.70982143	54.0	36.0	168.864010936	2183.0	12.0724735115	789.0	0.0	55.5406811883	51.0	463.271757777	23181.0	0.0	1999.32521014	3126.0
1	1	-1	0.5	1	0.00337999989279	0.22214999795	0.225290000439	1.0	1.0	1.0	0.0	1.0	165.959821429	119.0	1.0	2.00961793728	165.0	9.58603174187	1161.0	0.0	60.1183894038	1.0	29.737789378	1874.0	0.0	131.973810865	205.0
1	1	-1	0.5	2	0.00300000002608	0.16167999804	0.198280006647	1.0	1.0	1.0	0.0	1.0	105.191964286	92.0	1.0	1.93965379794	104.0	9.45927289624	1199.0	0.0	60.1993608392	1.0	24.8849236187	1893.0	0.0	118.972866823	144.0
1	1	-1	0.5	3	0.00300000002608	0.0933400020003	0.155739992857	11.53125	20.0	4.0	2.18331870792	11.0	109.616071429	73.0	4.0	4.32960229061	110.0	11.0419971012	1242.0	0.0	62.3737688424	17.0	26.2437528222	2095.0	0.0	125.651419913	170.0
1	1	-1	0.5	4	0.00322999991477	0.0584000013769	0.125239998102	4.21875	8.0	1.0	1.38273998498	4.0	84.0625	47.0	1.0	3.12044310613	84.0	10.1378163906	1278.0	0.0	61.2277430232	8.0	26.945004576	2475.0	0.0	139.042129173	144.0
1	1	-1	0.5	5	0.00455999979749	0.0284100007266	0.0847600027919	287.075892857	369.0	210.0	21.6208924486	286.0	1070.62946429	335.0	210.0	70.1499110813	1066.0	28.5500847673	1377.0	0.0	110.825286824	288.0	100.933183017	3940.0	0.0	384.499018359	1189.0
1	1	-1	0.5	6	0.0169799998403	0.00784999970347	0.0330899991095	117.178571429	154.0	83.0	9.8168170992	116.0	1725.23214286	140.0	83.0	129.05829816	1708.0	19.0319747049	964.0	0.0	77.7679667099	120.0	249.74295857	9927.0	0.0	985.794118217	2242.0
1	1	-1	0.5	7	0.0546699985862	0.00316000008024	0.0176999997348	49.2544642857	65.0	36.0	4.1632402472	49.0	2184.93303571	54.0	36.0	169.29718159	2205.0	12.2232857051	800.0	0.0	56.2889877192	51.0	458.155846322	21978.0	0.0	1958.745248	3147.0
1	1	-1	0.6	1	0.00361000001431	0.250539988279	0.232570007443	1.0	1.0	1.0	0.0	1.0	163.986607143	119.0	1.0	2.08840316372	163.0	9.26160888514	1200.0	0.0	61.7549158234	1.0	30.5457098278	1914.0	0.0	136.01394922	206.0
1	1	-1	0.6	2	0.00319000007585	0.183750003576	0.207200005651	1.0	1.0	1.0	0.0	1.0	100.191964286	92.0	1.0	1.93965379794	99.0	9.17659213327	1235.0	0.0	61.7459079093	1.0	25.3998607035	1928.0	0.0	122.210645636	142.0
1	1	-1	0.6	3	0.00316000008024	0.107819996774	0.166329994798	2.78571428571	11.0	1.0	1.97044488916	3.0	105.651785714	73.0	1.0	4.41428246359	106.0	10.9073864461	1272.0	0.0	63.5868819243	9.0	26.7189319322	2116.0	0.0	128.37732292	170.0
1	1	-1	0.6	4	0.00337999989279	0.0686900019646	0.136350005865	1.0	1.0	1.0	0.0	1.0	80.1339285714	47.0	1.0	3.26779615478	80.0	10.0201284512	1303.0	0.0	62.3571160328	1.0	27.3527180969	2480.0	0.0	141.419898213	142.0
1	1	-1	0.6	5	0.00473000016063	0.0341500006616	0.0944999977946	292.196428571	376.0	213.0	22.2645776025	291.0	1091.23214286	335.0	213.0	70.8009637423	1087.0	29.1274951418	1399.0	0.0	113.127151085	293.0	102.322178691	3882.0	0.0	389.073582357	1211.0
1	1	-1	0.6	6	0.0173000004143	0.00949000008404	0.0379300005734	117.776785714	155.0	83.0	9.98276176844	117.0	1739.75446429	140.0	83.0	129.052133284	1722.0	19.2496557904	976.0	0.0	78.7136872886	120.0	248.671961682	9585.0	0.0	977.841421964	2255.0
1	1	-1	0.6	7	0.0555900000036	0.00380999990739	0.020320000127	49.4375	65.0	36.0	4.19349251392	49.0	2206.80357143	54.0	36.0	169.863487168	2227.0	12.3756294551	811.0	0.0	57.0462647059	52.0	454.052311798	20982.0	0.0	1925.31457196	3170.0
1	1	-1	0.7	1	0.00386000005528	0.28180000186	0.239099994302	1.0	1.0	1.0	0.0	1.0	161.919642857	119.0	1.0	2.23462362146	161.0	8.87860286173	1242.0	0.0	63.5790921958	1.0	31.4002739566	1956.0	0.0	140.277471296	207.0
1	1	-1	0.7	2	0.00338999996893	0.208000004292	0.215210005641	1.0	1.0	1.0	0.0	1.0	94.1964285714	92.0	1.0	1.95867705769	93.0	8.80806206457	1272.0	0.0	63.3293689425	1.0	25.8760563153	1963.0	0.0	125.407716322	138.0
1	1	-1	0.7	3	0.00334000005387	0.123800002038	0.175879999995	1.00446428571	2.0	1.0	0.0666660023351	1.0	101.955357143	73.0	1.0	4.82254451371	102.0	10.7799689153	1306.0	0.0	65.0615064493	1.0	27.2790698378	2144.0	0.0	131.554625949	169.0
1	1	-1	0.7	4	0.0035500000231	0.0800699964166	0.146500006318	1.0	1.0	1.0	0.0	1.0	76.3482142857	47.0	1.0	3.5474080614	76.0	9.90972283818	1333.0	0.0	63.7392852202	1.0	27.8533687186	2493.0	0.0	144.307998171	142.0
1	1	-1	0.7	5	0.00490000005811	0.0403099991381	0.103430002928	296.8750	383.0	215.0	22.895190153	295.5	1111.05803571	335.0	215.0	71.3963486191	1107.0	29.675473326	1421.0	0.0	115.326451443	298.0	103.673283588	3832.0	0.0	393.552063207	1232.0
1	1	-1	0.7	6	0.0176199991256	0.0111800003797	0.0424599982798	118.388392857	156.0	83.0	10.1702493783	117.0	1754.16964286	140.0	83.0	128.941874252	1737.0	19.4641386998	987.0	0.0	79.6499374132	121.0	247.816796825	9289.0	0.0	971.167714471	2268.0
1	1	-1	0.7	7	0.0565400011837	0.00448000011966	0.0227700006217	49.71875	66.0	36.0	4.26744384953	50.0	2229.92857143	54.0	36.0	170.56899077	2250.0	12.5335097891	822.0	0.0	57.8312789157	52.0	450.82283032	20141.0	0.0	1897.69327909	3195.0
1	1	-1	0.8	1	0.00413999985904	0.316100001335	0.24498000741	1.0	1.0	1.0	0.0	1.0	160.258928571	119.0	1.0	2.58686771334	159.0	8.50685949797	1287.0	0.0	65.7904174866	1.0	32.3860504895	2002.0	0.0	145.060199519	208.0
